Code,Food name in English,Food name in French,BiblioID/Source,Scientific name,FoodEx2 Code,FoodEx2 Description,Exact Match (Yes/No),Comments
01_020,"Pearl millet, IKMP 2 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 2, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,
01_021,"Pearl millet, IKMP 3 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 3, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,
01_022,"Pearl millet, IKMP 4 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 4, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,
01_023,"Pearl millet, IKMP 5 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 5, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,
01_024,"Pearl millet, IKMP 6 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 6, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,"White maize type missing, it was added as qualitative info but not as a different variety"
01_025,"Pearl millet, IKMP 7 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 7, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,White maize type missing (it was added as qualitative info but not as a different variety)
01_026,"Pearl millet, IKMP 8 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 8, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,White maize type missing (it was added as qualitative info but not as a different variety)
01_027,"Pearl millet, IKMP 9 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 9, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,"White maize type missing, it was added as qualitative info but not as a different variety"
01_028,"Pearl millet, IKMP 10 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 10, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,
01_029,"Pearl millet, IKMP 11 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 11, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,
01_030,"Pearl millet, IKMP 12 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 12, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,
01_031,"Pearl millet, IKMP 13 variety, whole grains, raw (Burkina Faso), n=1","Mil à chandelle, variété IKMP 13, grain entier, cru (Burkina Faso), n=1","PH262, 01_017",Pennisetum glaucum ,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",No,
01_032,"Pearl millet, combined varieties, whole grains, raw (Burkina Faso)","Mil à chandelle, mélange de variétés, grains entiers, cru (Burkina Faso)","PH262, 01_017",Pennisetum glaucum ,A001A#F10.A06HR,"Pearl millet grain, QUALITATIVE-INFO = Integral /not refined",Yes,"White maize type missing, it was added as qualitative info but not as a different variety"
01_132,"Pearl millet, combined varieties, whole grains (Burkina Faso), boiled* (as part of a recipe)","Mil à chandelle, mélange de variétés, grains entiers, (Burkina Faso), bouilli* (ingrédient de recette)",calc. from / de 01_032,Pennisetum glaucum ,A001A#F28.A07GL$F10.A06HR,"Pearl millet grain, PROCESS = Boiling, QUALITATIVE-INFO = Integral /not refined",Yes,
01_064,"Pearl millet, combined varieties, whole grains (Burkina Faso), boiled* (without salt), drained","Mil à chandelle, mélange de variétés, grains entiers, (Burkina Faso), bouilli* (sans sel), égoutté",calc. from / de 01_032,Pennisetum glaucum ,A001A#F28.A07GL$F28.A07KE$F10.A06HR,"Pearl millet grain, PROCESS = Boiling, PROCESS = Subtraction of water, QUALITATIVE-INFO = Integral /not refined",Yes,
01_095,"Pearl millet, decorticated, raw","Mil à chandelle, décortiqué, cru","GH2000, 01_063, 01_017",Pennisetum glaucum ,A001A#F28.A07LC$F28.A07HS,"Pearl millet grain, PROCESS = Removal of external layer, PROCESS = Raw, no heat treatment",Yes,
01_131,"Pearl millet, decorticated, boiled* (as part of a recipe)","Mil à chandelle, décortiqué, bouilli* (ingrédient de recette)",calc. from / de 01_095,Pennisetum glaucum ,A001A#F28.A07GL$F28.A07LC,"Pearl millet grain, PROCESS = Boiling, PROCESS = Removal of external layer",Yes,"White maize type missing, it was added as qualitative info but not as a different variety"
01_130,"Pearl millet, decorticated, boiled* (without salt), drained","Mil à chandelle, décortiqué, bouilli* (sans sel), égoutté",calc. from / de 01_095,Pennisetum glaucum ,A001A#F28.A07GL$F28.A07LC$F10.A0CQE ,"Pearl millet grain, PROCESS = Boiling, PROCESS = Removal of external layer, QUALITATIVE-INFO = Without added salt",Yes,"White maize type missing, it was added as qualitative info but not as a different variety"
01_063,"Pearl millet, flour (bran removed)","Mil à chandelle, farine (sans son)","1M(370), PH111, PH112, 01_017, 01_095",Pennisetum glaucum,A002T#F27.A001A$F28.A07LC,"Millet flour, SOURCE-COMMODITIES = Pearl millet grain, PROCESS = Removal of external layer",No,"White maize type missing, it was added as qualitative info but not as a different variety"
01_017,"Pearl millet, whole grains (with bran), raw","Mil à chandelle, grain entier (avec son), cru","1E(Millet, seeds / Petit mil, grain), 1M(369), 2E, 2R, 3B(Millet, common, whole, Penospecies / Mil commune 'Penospecis' entier), 4E(Millet, whole seed, raw / Mil (grain entier)), 22N, 23N, FAO(78; 85), GH2000, MA1018, PH111, PH112, PH262, SGS, 01_063",Pennisetum glaucum,A001A#F28.A07HS$F10.A06HR,"Pearl millet grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Integral /not refined",Yes,"White maize type missing, it was added as qualitative info but not as a different variety"
01_129,"Pearl millet, whole grains, boiled* (as part of a recipe)","Mil à chandelle, grain entier, bouilli* (ingrédient de recette)",calc. from / de 01_017,Pennisetum glaucum ,A001A#F28.A07GL$F10.A06HR,"Pearl millet grain, PROCESS = Boiling, QUALITATIVE-INFO = Integral /not refined",Yes,"White maize type missing, it was added as qualitative info but not as a different variety"
01_033,"Pearl millet, whole grains, boiled* (without salt), drained","Mil à chandelle, grain entier, bouilli* (sans sel), égoutté",calc. from / de 01_017,Pennisetum glaucum ,A001A#F28.A07GL$F10.A0CQE$F10.A06HR,"Pearl millet grain, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Integral /not refined",Yes,"White maize type missing, it was added as qualitative info but not as a different variety"
01_175,Pigri (Burkina Faso)*: steamed pearl millet balls,Pigri (Burkina Faso)*: boules de mil à chandelle cuites à la vapeur,calc. from recipe / de recette,,-,-,-,"White maize type missing, it was added as qualitative info but not as a different variety"
01_061,"Porridge, soft, from degermed white maize grit* (without salt)","Bouillie, liquide, de gruau de maïs blanc dégermé* (sans sel)",calc. from / de 01_060,Zea mays,A0F0V#F04.A002N$F10.A0CQE$F10.A0CJQ$F10.A0F2R,"Porridge (ready to eat), INGREDIENT = Maize semolina, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Soft, QUALITATIVE-INFO = White",No,"White maize type (it was added as qualitative info but not as a different variety) missing, flour type (special) missing"
01_056,"Porridge, soft, from degermed yellow maize grit* (without salt)","Bouillie, liquide, de gruau de maïs jaune dégermé* (sans sel)",calc. from / de 01_055,Zea mays,A0F0V#F04.A002N$F10.A0CQE$F10.A0CJQ$F10.A0F5H,"Porridge (ready to eat), INGREDIENT = Maize semolina, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Soft, QUALITATIVE-INFO = Yellow",No,"White maize type (it was added as qualitative info but not as a different variety) missing, flour type (special) missing"
01_154,"Porridge, soft, from refined (special) white maize flour fortified with vitamin A (Nigeria)* (without salt)","Bouillie, liquide, de farine de maïs blanc raffinée (spécial), enrichie en vitamine A (Nigéria)* (sans sel)",calc. from / de 01_092,Zea mays,A0F0V#F04.A002Q$F09.A0EXZ$F10.A0CQE$F10.A0F2R$F10.A0CJQ,"Porridge (ready to eat), INGREDIENT = Maize flour, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Soft",No,"White maize type (it was added as qualitative info but not as a different variety) missing, flour type (special) missing"
01_112,"Porridge, soft, from refined (special) white maize flour, unfortified* (without salt)","Bouillie, liquide, de farine de maïs blanc raffinée (spécial), non enrichie* (sans sel)",calc. from / de 01_058,Zea mays,A0F0V#F04.A002Q$F10.A0CQE$F10.A0F2R$F10.A0CJQ$F10.A0F6D,"Porridge (ready to eat), INGREDIENT = Maize flour, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Soft, QUALITATIVE-INFO = Not fortified",No,"White maize type (it was added as qualitative info but not as a different variety) missing, flour type (special) missing"
01_117,"Porridge, soft, from refined (super) white maize flour fortified with vitamin A (Nigeria)* (without salt)","Bouillie, liquide, de farine de maïs blanc raffinée (super), enrichie en vitamine A (Nigéria)* (sans sel)",calc. from / de 01_093,Zea mays,A0F0V#F04.A002Q$F09.A0EXZ$F10.A0CQE$F10.A0F2R$F10.A0CJQ,"Porridge (ready to eat), INGREDIENT = Maize flour, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Soft",No,"White maize type (it was added as qualitative info but not as a different variety) missing, flour type (special) missing"
01_115,"Porridge, soft, from refined (super) white maize flour, unfortified* (without salt)","Bouillie, liquide, de farine de maïs blanc raffinée (super), non enrichie* (sans sel)",calc. from / de 01_081,Zea mays,A0F0V#F04.A002Q$F10.A0CQE$F10.A0F2R$F10.A0CJQ$F10.A0F6D,"Porridge (ready to eat), INGREDIENT = Maize flour, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Soft, QUALITATIVE-INFO = Not fortified",No,"White maize type (it was added as qualitative info but not as a different variety) missing, flour type (special) missing"
01_110,"Porridge, soft, from sifted white maize meal fortified with vitamin A (Nigeria)* (without salt)","Bouillie, liquide, de farine de maïs blanc tamisée, enrichie en vitamine A (Nigéria)* (sans sel)",calc. from / de 01_091,Zea mays,A0F0V#F04.A002P$F09.A0EXZ$F10.A0CQE$F10.A0F2R$F10.A0CJQ,"Porridge (ready to eat), INGREDIENT = Maize meal, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Soft",No,"White maize type (it was added as qualitative info but not as a different variety) missing, flour type (special) missing"
01_108,"Porridge, soft, from sifted white maize meal, unfortified* (without salt)","Bouillie, liquide, de farine de maïs blanc tamisée, non enrichie* (sans sel)",calc. from / de 01_080,Zea mays,A0F0V#F04.A002P$F10.A0CQE$F10.A0F2R$F10.A0CJQ$F10.A0F6D,"Porridge (ready to eat), INGREDIENT = Maize meal, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Soft, QUALITATIVE-INFO = Not fortified",No,"White maize type missing, it was added as qualitative info but not as a different variety"
01_106,"Porridge, soft, from wholegrain white maize meal* (without salt)","Bouillie, liquide, de farine de maïs blanc complète* (sans sel)",calc. from / de 01_057,Zea mays,A0F0V#F04.A002P$F10.A0CQE$F10.A0F2R$F10.A06HR$F10.A0CJQ,"Porridge (ready to eat), INGREDIENT = Maize meal, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Integral /not refined, QUALITATIVE-INFO = Soft",No,"White maize type missing, it was added as qualitative info but not as a different variety"
01_122,"Porridge, soft, from wholegrain yellow maize meal* (without salt)","Bouillie, liquide, de farine de maïs jaune complète* (sans sel)",calc. from / de 01_054,Zea mays,A0F0V#F04.A002P$F10.A0CQE$F10.A06HR$F10.A0CJQ$F10.A0F5H,"Porridge (ready to eat), INGREDIENT = Maize meal, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Integral /not refined, QUALITATIVE-INFO = Soft, QUALITATIVE-INFO = Yellow",No,"Yellow maize type missing, it was added as qualitative info"
01_076,"Porridge, stiff, from degermed white maize grit* (without salt)","Bouillie, épaisse, de gruau de maïs blanc dégermé* (sans sel)",calc. from / de 01_060,Zea mays,A0F0V#F04.A002N$F10.A0CQE$F10.A0F2R$F10.A0CJP,"Porridge (ready to eat), NGREDIENT = Maize semolina, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Hard",No,"Yellow maize type missing, it was added as qualitative info"
01_075,"Porridge, stiff, from degermed yellow maize grit* (without salt)","Bouillie, épaisse, de gruau de maïs jaune dégermé* (sans sel)",calc. from / de 01_055,Zea mays,A0F0V#F04.A002N$F10.A0CQE$F10.A0CJP$F10.A0F5H,"Porridge (ready to eat), INGREDIENT = Maize semolina, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Hard, QUALITATIVE-INFO = Yellow",No,"Yellow maize type missing, it was added as qualitative info"
01_113,"Porridge, stiff, from refined (special) white maize flour fortified with vitamin A (Nigeria)* (without salt)","Bouillie, épaisse, de farine de maïs blanc raffinée (spécial), enrichie en vitamine A (Nigéria)* (sans sel)",calc. from / de 01_092,Zea mays,A0F0V#F04.A002Q$F09.A0EXZ$F10.A0CQE$F10.A0F2R$F10.A0CJP,"Porridge (ready to eat), INGREDIENT = Maize flour, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Hard",No,
01_111,"Porridge, stiff, from refined (special) white maize flour, unfortified* (without salt)","Bouillie, épaisse, de farine de maïs blanc raffinée (spécial), non enrichie* (sans sel)",calc. from / de 01_058,Zea mays,A0F0V#F04.A002Q$F10.A0CQE$F10.A0F2R$F10.A0CJP$F10.A0F6D,"Porridge (ready to eat), INGREDIENT = Maize flour, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Hard, QUALITATIVE-INFO = Not fortified",No,
01_116,"Porridge, stiff, from refined (super) white maize flour fortified with vitamin A (Nigeria)* (without salt)","Bouillie, épaisse, de farine de maïs blanc raffinée (super), enrichie en vitamine A (Nigéria)* (sans sel)",calc. from / de 01_093,Zea mays,A0F0V#F04.A002Q$F09.A0EXZ$F10.A0CQE$F10.A0F2R$F10.A0CJP,"Porridge (ready to eat), INGREDIENT = Maize flour, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Hard",No,
01_114,"Porridge, stiff, from refined (super) white maize flour, unfortified* (without salt)","Bouillie, épaisse, de farine de maïs blanc raffinée (super), non enrichie* (sans sel)",calc. from / de 01_081,Zea mays,A0F0V#F04.A002Q$F10.A0CQE$F10.A0F2R$F10.A0CJP$F10.A0F6D,"Porridge (ready to eat), INGREDIENT = Maize flour, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Hard, QUALITATIVE-INFO = Not fortified",No,
01_109,"Porridge, stiff, from sifted white maize meal fortified with vitamin A (Nigeria)* (without salt)","Bouillie, épaisse, de farine de maïs blanc raffinée tamisée, enrichie en vitamine A (Nigéria)* (sans sel)",calc. from / de 01_091,Zea mays,A0F0V#F04.A002P$F09.A0EXZ$F10.A0F2R$F10.A0CJP$F10.A0CQE,"Porridge (ready to eat), INGREDIENT = Maize meal, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), QUALITATIVE-INFO = White, QUALITATIVE-INFO = Hard, QUALITATIVE-INFO = Without added salt",No,
01_107,"Porridge, stiff, from sifted white maize meal, unfortified* (without salt)","Bouillie, épaisse, de farine de maïs blanc tamisée, non enrichie* (sans sel)",calc. from / de 01_080,Zea mays,A0F0V#F04.A002P$F10.A0F2R$F10.A0CJP$F10.A0CQE$F10.A0F6D,"Porridge (ready to eat), INGREDIENT = Maize meal, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Hard, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Not fortified",No,
01_105,"Porridge, stiff, from wholegrain white maize meal* (without salt)","Bouillie, épaisse, de farine de maïs blanc complète* (sans sel)",calc. from / de 01_057,Zea mays,A0F0V#F04.A002P$F10.A0CQE$F10.A0F2R$F10.A06HR$F10.A0CJP,"Porridge (ready to eat), INGREDIENT = Maize meal, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Integral /not refined, QUALITATIVE-INFO = Hard",No,
01_121,"Porridge, stiff, from wholegrain yellow maize meal* (without salt)","Bouillie, épaisse, de farine de maïs jaune complète* (sans sel)",calc. from / de 01_054,Zea mays,A0F0V#F04.A002P$F10.A0CQE$F10.A06HR$F10.A0CJP$F10.A0F5H,"Porridge (ready to eat), INGREDIENT = Maize meal, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Integral /not refined, QUALITATIVE-INFO = Hard, QUALITATIVE-INFO = Yellow",No,
01_150,"Porridge, tô, from degermed white maize grit* (without salt)","Bouillie, tô, de gruau de maïs blanc dégermé* (sans sel)",calc. from / de 01_060,Zea mays,A0F0V#F04.A002N$F10.A0CQE$F10.A0F2R,"Porridge (ready to eat), INGREDIENT = Maize semolina, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White",No,
